region,country,year,forest_cover_pct,annual_loss_pct,annual_loss_ha,risk_level,biodiversity_index,carbon_stock_mt
Southeast Asia,Indonesia,2020,69.99317842716522,0.7093303781571833,4247.0029680437865,Medium,7.791531489982695,210.17714747809092
Southeast Asia,Cambodia,2010,86.06561643802173,1.4179274641532849,37860.16358626376,High,7.853499944825106,299.709600157382
West Africa,Côte d'Ivoire,2011,62.8840605199164,0.2566208950625488,11513.331112779291,Low,8.864342590765824,181.20673187403722
Congo Basin,DRC,2022,65.60163392717861,1.4589130975928408,65766.568330969,High,6.727133245294099,213.2998819129818
Mekong,Cambodia,2010,70.87958142824016,1.0498898531811678,19789.608168951494,High,7.601365536771119,228.95888126020895
Mekong,Laos,2022,50.1743360827539,0.5026785544975088,18933.24943248724,Medium,8.231507392643877,167.82698040828723
Borneo,Malaysia (Borneo),2011,60.65894704176422,0.7789154754673766,17016.487742904006,Medium,8.458456837769527,185.3100748664391
Central America,El Salvador,2019,62.813471205037935,0.6286595984703003,1839.6433467984643,Medium,8.84963273716014,199.76213326999806
Borneo,Indonesia (Borneo),2015,72.31290213682111,0.4395764214133735,17013.872965307568,Low,9.026140321682478,230.91897881072344
Amazon,Colombia,2021,64.58053271914306,0.07777850860324853,1977.4149606269127,Low,9.074319166777965,206.45051872371636
Madagascar,Mauritius,2024,74.88983149410305,1.1171511935326595,38422.888590415394,High,8.757390730360537,202.32113101204126
Amazon,Suriname,2013,70.83842812198917,1.0167718730458315,6738.151688896909,High,8.24107165215916,178.3675947150878
Central America,Guatemala,2016,75.14414045661641,0.6362386897299154,6630.982645167624,Medium,10.0,194.3607505015531
Amazon,Venezuela,2021,68.19993709681462,1.3263711577222446,9404.719516315188,High,6.944703064612364,199.1966114427906
Southeast Asia,Vietnam,2014,54.07723753340381,0.3440438332568333,10237.098153331654,Low,9.790853447574822,174.1102472886643
Daintree,Australia,2020,49.62578173655996,0.2049358163259678,1554.7085120152844,Low,9.979765311045147,126.78911965944818
West Africa,Liberia,2014,64.00738589314025,0.821417026046859,14003.000178192828,Medium,8.211878396357601,210.50156685110883
Southeast Asia,Malaysia,2012,67.86512837493825,0.34631115782284794,16119.720552375582,Low,10.0,193.54988163465703
Southeast Asia,Indonesia,2012,74.68070331522104,1.6123998249925975,9653.987835974787,High,6.572495346207916,214.18700572178156
Atlantic Forest,Brazil (Atlantic),2016,60.75673612033942,0.3891304097075481,12705.086406777773,Low,9.0412934708726,165.54806844342625
West Africa,Ghana,2011,76.0399041031211,0.45868467586793205,13522.33287043686,Low,7.346915702294944,190.42398512903782
Amazon,Peru,2019,55.85390359676272,0.6645490999685474,6310.097168829132,Medium,8.875415826934223,172.14799335898113
Madagascar,Seychelles,2015,71.2132909672829,0.1972367585228323,5578.128064432069,Low,8.942771527113132,247.8932271586201
West Africa,Nigeria,2015,76.78886109817454,1.797026130365969,13031.017884703864,High,6.130587141420307,229.1132928238723
West Africa,Nigeria,2020,72.69938102281746,0.3712760735606457,2692.284253955789,Low,8.744338033506196,181.08551023455536
Amazon,Venezuela,2016,76.03069842528144,1.2201415895299732,8651.491969582901,High,7.376601051280923,243.69895150817325
Atlantic Forest,Uruguay,2017,63.091310674806614,1.122487348900814,3140.1324758318515,High,7.97696541730709,156.77797222236003
Central America,Nicaragua,2018,57.83382612658529,0.7838227857361597,7092.831277172914,Medium,8.43792521005206,149.3207904399722
West Africa,Nigeria,2022,71.32389347897531,0.3782898866793789,2743.144462745057,Low,9.598240871894147,209.2049169906545
Madagascar,Comoros,2015,73.3515876620273,0.816247569966787,6386.591622877442,Medium,9.000319627859241,222.51163175688586
West Africa,Ghana,2013,74.6077716066391,0.041249742766209574,1216.0701716252338,Low,9.733102546128663,203.65003479658077
West Africa,Togo,2016,67.44054311097486,0.7827863247589335,4893.53278356955,Medium,8.195143729474077,196.77530820160496
Amazon,Peru,2013,59.9285861306695,0.5972040091213724,5670.634912226253,Medium,9.284455808588259,194.0890064072222
Mekong,Vietnam (Mekong),2022,78.59611802552229,0.2811002170266974,11235.041100971313,Low,9.95632321031657,252.83193177272722
Central America,Panama,2019,51.93732347773882,0.2139646714855229,3134.780699616183,Low,9.942366091080478,180.84109886950176
Amazon,Ecuador,2018,55.06431158347309,0.7840179635372131,6956.895032561875,Medium,7.955874669555899,203.38130779628915
Amazon,Bolivia,2011,60.41172181904902,0.3231095237691986,2233.060867948279,Low,9.565108485212406,197.4329518903694
Southeast Asia,Philippines,2015,67.01400610347171,0.17222514452570326,3285.4991842536588,Low,9.710285012972237,196.70728802233032
Borneo,Malaysia (Borneo),2021,53.688760141555704,0.23826415178146654,5205.210508791023,Low,10.0,178.25255624712656
Congo Basin,Gabon,2012,54.69640716012671,0.2569353216110273,7489.454592107695,Low,9.199693312009071,173.42354616048377
Borneo,Malaysia (Borneo),2018,56.03672710766756,1.754483835774568,38329.13021617269,High,5.657727182875906,178.23752087352776
Madagascar,Comoros,2014,74.37066321639958,0.07913757423043294,619.1986196730609,Low,10.0,226.65636535063246
Southeast Asia,Indonesia,2023,68.28313268765932,0.48878436939392905,2926.518772454755,Low,7.74324706958359,186.60831601989983
Borneo,Indonesia (Borneo),2013,72.05427674564145,0.581315430151608,22499.903087549184,Medium,8.471612437748618,195.60090208048572
Daintree,Solomon Islands,2015,61.70855027054346,0.4048211131935544,2627.2510549296344,Low,8.678760017953744,183.18328679012754
Atlantic Forest,Paraguay,2018,77.32697368261697,0.9102659870741563,17723.130950079994,Medium,7.664500690398814,234.95912256477834
West Africa,Côte d'Ivoire,2022,50.06599953060824,0.32131258778858474,14415.732643330752,Low,8.982859088945283,136.60918013319048
Borneo,Malaysia (Borneo),2017,57.12478805485384,0.6976619022450425,15241.390859669837,Medium,9.21336298038573,179.84120313673301
Central America,Belize,2024,39.69127145460374,0.5698648463323274,17144.970990434074,Medium,9.27054801683853,160.68913244459503
Congo Basin,CAR,2021,76.40138628593236,1.0619252553208522,9953.947653968498,High,7.750284148362042,194.31754447223193
Mekong,Laos,2014,59.75971610793969,0.5773999159672931,21747.60895107991,Medium,9.412011903994939,190.92403787509429
West Africa,Senegal,2012,58.71996561145103,0.4123605668246372,11173.685701122045,Low,8.644130288767538,174.8404044165369
Congo Basin,Cameroon,2023,62.68396395758878,0.016790180059898296,631.862489333681,Low,9.367277947006624,197.06500297945945
Southeast Asia,Thailand,2018,63.42620607364786,1.2076854318901544,15556.26208212401,High,8.016427465842986,181.66432421173778
Madagascar,Seychelles,2016,70.03751105281016,0.23534411097657337,6655.856646950881,Low,9.819133392708178,207.19133545748716
Central America,Belize,2010,59.3133598916159,0.3883196138368167,11682.995638524097,Low,8.993229071534705,180.53008869500968
Amazon,Bolivia,2024,55.71966648670795,0.9536444139104825,6590.786918933818,Medium,7.52498072532997,161.12632178941863
Central America,Costa Rica,2019,57.79956911135451,0.5665258485229241,1123.6976137659192,Medium,9.59681424047312,142.98788098666554
West Africa,Togo,2024,60.02643770110624,2.431832798926905,15202.42900177555,Critical,4.276283126672281,175.40101249042965
Amazon,Guyana,2024,48.92465410609593,0.5639947044473147,11409.505860705887,Medium,8.57279762343359,118.4452897543639
Amazon,Suriname,2019,67.90784478424533,0.7783248930599085,5157.962500449431,Medium,8.557638477639133,216.78739656434217
Southeast Asia,Philippines,2024,57.176866922505674,0.1467358596187096,2799.24600095824,Low,10.0,134.2196987459546
Amazon,Guyana,2012,64.99795427859435,0.24778812460676297,5012.706746395132,Low,9.695973856823084,215.56695042490085
Atlantic Forest,Argentina,2018,56.9373851628616,0.1585943064941167,3037.5778511573176,Low,9.922963713518417,179.4034154926544
Amazon,Ecuador,2024,51.76791233840811,0.06653200986508662,590.3642906962673,Low,9.582244130195763,163.97150932990223
Borneo,Indonesia (Borneo),2019,69.07580782359132,1.0063694012078612,38951.68237930033,High,8.271501310221577,163.94122611381715
Central America,Nicaragua,2019,57.73795867398991,0.14033916941977503,1269.9325260596704,Low,9.771976321599993,166.6418872601386
Central America,El Salvador,2013,69.35965886329006,1.3140009832673452,3845.154313139167,High,6.577765763256531,231.15024516306738
Madagascar,Mauritius,2017,79.22674771366815,2.630545880095859,90474.03061288908,Critical,5.135375666554836,227.30808356039856
Madagascar,Comoros,2010,76.90206776322883,0.2635670078827607,2062.235658085212,Low,9.958062679157905,209.1449602904122
Madagascar,Mauritius,2023,75.47423581595103,0.6218524108612994,21387.763841212254,Medium,9.157977702687983,213.68930554773885
Amazon,Brazil,2021,58.20662079012056,0.803585645732406,36496.556500497674,Medium,8.409492671368088,173.2543099175749
West Africa,Nigeria,2017,74.91762349022746,1.9492038500748134,14134.524702813156,High,5.6235038582755505,207.72546146442616
Amazon,Colombia,2023,62.56490247731123,0.4338817719694488,11030.866012258155,Low,7.97764459041867,212.37105207371954
Amazon,Colombia,2022,63.8315021785495,0.16321353572669017,4149.486704213978,Low,9.752099731247345,190.2011559358407
Congo Basin,CAR,2012,82.60454697904024,0.5130724045005635,4809.279967215104,Medium,9.514826220869297,236.70225397816213
Central America,Guatemala,2018,73.90517556111746,0.45361284205421265,4727.626489617451,Low,9.590540550433115,195.6886561466408
Atlantic Forest,Paraguay,2021,74.93293971203354,0.14129582475689417,2751.068852869245,Low,10.0,234.4877512416794
West Africa,Liberia,2016,63.014434272364674,2.1080074314400012,35935.983187670405,Critical,5.746879647845303,198.27662871132128
Congo Basin,CAR,2023,75.75421254533221,1.9158899365415731,17958.578575605865,High,6.711952213932602,211.4184595123028
Mekong,Cambodia,2013,69.36404156768488,0.32749826233887847,6173.08784160668,Low,9.807084387250196,163.36554413677172
Mekong,Cambodia,2022,64.71745804254104,0.06860808283934283,1293.2090661697937,Low,9.651467053960536,202.3676179191408
Congo Basin,CAR,2022,76.29810798886258,0.5590160863095089,5239.93269109128,Medium,9.220266835688907,225.15825614136773
Mekong,Laos,2021,51.11155537511566,1.6177811380470102,60933.281397762345,High,6.496458151201334,160.05608948386038
Mekong,Thailand (Mekong),2013,75.86988771315272,0.5456105090968411,5390.86111839238,Medium,9.178791097614779,266.7531538122509
Southeast Asia,Vietnam,2012,56.20581813166247,0.017792510390437277,529.419968196631,Low,9.314856657068592,168.0808175208062
Atlantic Forest,Argentina,2020,56.06859750194591,0.45289455207782026,8674.349607578344,Low,8.483104991507899,157.92902016898228
Atlantic Forest,Argentina,2012,60.299885583156176,0.0027878911168374154,53.39684945283783,Low,10.0,157.95321739650174
Amazon,Peru,2010,61.408446094803594,0.9819817675515857,9324.2175357131,Medium,8.50481652599921,177.9769024545098
Amazon,Brazil,2013,65.47051526436142,0.06722696933176409,3053.2562367235037,Low,10.0,199.62309278539712
West Africa,Ghana,2014,73.83866661071426,0.09165115805842639,2701.937807017348,Low,9.860682094409562,222.58214824411797
Southeast Asia,Vietnam,2011,56.554694562583364,1.429547050764877,42536.479537946114,High,5.945268682958171,204.13339048909216
Daintree,Solomon Islands,2023,50.42828700918286,0.11469195785125774,744.3400490640709,Low,9.73317811519424,161.26657233686743
Central America,Nicaragua,2013,60.42375524704576,0.6569024260481298,5944.325883750585,Medium,8.91328673149866,178.5752483109931
Mekong,Cambodia,2023,64.04679168322508,0.5759950010850436,10857.058332557155,Medium,8.580643374050117,178.0091634730058
Madagascar,Madagascar,2022,69.5409079114225,0.21162127663632324,5101.603474197847,Low,9.220510350323234,213.9561790099339
Mekong,Cambodia,2012,69.87431434077762,0.909132400743963,17136.43953211599,Medium,8.90394539258892,191.48277985467968
Central America,Belize,2023,41.36013751203173,0.7539775477848721,22684.191290984945,Medium,8.461900408734449,127.67703412685331
West Africa,Ghana,2022,68.00484944660981,0.4744652042853104,13987.553466105112,Low,9.278467176250569,213.76282687792627
West Africa,Côte d'Ivoire,2019,53.650754606687485,0.45116525962400345,20241.590301398093,Low,9.484735211561675,156.6232193646335
Borneo,Brunei,2016,77.24471591918238,0.08868675945826798,2361.746657322615,Low,9.321907942830926,219.1284188762443
Amazon,Brazil,2019,59.355523782449694,0.5666776567945944,25736.874754555505,Medium,8.96324839776791,134.36063440065095
Southeast Asia,Thailand,2019,62.085218498097795,1.2050278251462148,15522.029304342432,High,8.24976659694622,209.1323900227012
Amazon,Peru,2017,56.666085611295145,0.27875739311958103,2646.8867946662017,Low,10.0,178.0642646387911
Southeast Asia,Indonesia,2021,69.71740293012971,0.4956820989107725,2967.81783229046,Low,9.028604000785801,217.70455442208478
Mekong,Laos,2015,58.54810090681004,1.3307110045876893,50120.86381445035,High,7.219606217151084,144.4172560048841
Central America,Honduras,2020,71.82097570713243,0.9043392745733594,3610.863972044204,Medium,8.325833484922049,243.05970111619843
Daintree,Papua New Guinea,2024,65.13137162515615,1.5475783170805704,76356.34913364719,High,7.02666188935262,186.08977754310686
Central America,Nicaragua,2022,56.493473771812575,0.04548613613253233,411.60514201633373,Low,10.0,163.704515261448
West Africa,Ghana,2020,69.8414110130374,0.9646147587158929,28437.49212770326,Medium,7.572574637984681,188.1384959307357
Central America,Panama,2016,53.06998152658714,0.6605214431645496,9677.251189829982,Medium,8.53902057058789,123.47102995296444
Congo Basin,Equatorial Guinea,2018,45.280128645511006,0.7900566520211881,13269.26882883864,Medium,7.861316032519369,158.98731217100436
Southeast Asia,Malaysia,2022,60.98070920762634,1.5947375635781402,74230.13465943806,High,6.3044774299449315,208.6740750108315
Amazon,Guyana,2013,63.13296706311914,1.4505165877655872,29343.67535486063,High,7.287253832038388,186.08833816229088
Central America,Guatemala,2017,75.31507501617673,0.9293948984099691,9686.304120360794,Medium,8.546139123998575,212.3575336524032
West Africa,Senegal,2011,59.7946934739994,1.112312171336347,30140.191870796472,High,7.4506798104554335,171.84319703931305
Central America,Nicaragua,2020,57.0311147367532,0.3465428334346886,3135.8744509540875,Low,9.692961727618266,164.10104440954865
Southeast Asia,Myanmar,2024,70.47118119396583,0.47529168905537333,22363.31716463198,Low,9.605205950455238,187.41634913830552
Congo Basin,Gabon,2014,52.369253916911134,0.5941769739047281,17319.77307686928,Medium,9.778999051407238,151.26265744185656
Central America,Costa Rica,2010,64.44577494736838,1.2860587709022218,2550.8830281855726,High,7.462755882616081,196.39936470079164
West Africa,Togo,2015,68.14720878163732,1.0250886958628387,6408.26874538997,High,7.6299403445522564,224.804771297887
Congo Basin,Cameroon,2013,69.49398297803009,1.1670458713274918,43919.27345584705,High,7.164672291542069,208.7668322143645
Amazon,Ecuador,2010,60.247177122960835,0.1577954503625984,1400.180143622844,Low,9.133512500314858,149.21449719089378
Madagascar,Seychelles,2013,74.30840967967923,0.287562529585261,8132.665678405652,Low,10.0,229.99618630301123
Madagascar,Comoros,2012,75.55733091707016,0.8867403904916826,6938.150823299466,Medium,7.468971547538809,221.55338151781544
Southeast Asia,Myanmar,2017,73.84728712225859,0.06279408439299639,2954.5730709792415,Low,10.0,248.95005524645308
Amazon,Bolivia,2018,57.8748056949395,0.08742634405359817,604.217249483884,Low,9.390926797266728,202.21357312569864
Madagascar,Seychelles,2012,75.78432498582377,0.7383857891019613,20882.570386040246,Medium,8.180625322866375,256.6420612028173
Congo Basin,Gabon,2018,48.02937314873967,1.1087237945255262,32318.392279514,High,7.706774683443958,132.85636073875344
Southeast Asia,Myanmar,2011,76.54603091588632,0.34037706133647294,16015.344584209874,Low,8.967418602543798,269.4351942144101
Southeast Asia,Malaysia,2021,61.69162517493171,0.4305515688429111,20040.852904557305,Low,9.604886739793965,192.09372562270926
Amazon,Ecuador,2023,52.329818675390385,0.088643132034264,786.5648411136527,Low,10.0,189.5170641395438
Central America,Honduras,2011,84.26717869197172,0.6629376679144786,2646.990801005197,Medium,8.345408585394473,242.74914379927998
Amazon,Suriname,2022,66.05042363742504,0.6532167710927719,4328.870424168537,Medium,8.477447538232143,192.17933616008258
Congo Basin,DRC,2015,69.8493588524617,0.6929905101242785,31239.42598911457,Medium,8.532358576109493,215.02862361082683
Central America,Costa Rica,2020,56.5868878751324,0.917036232476605,1818.9309964541758,Medium,8.436455916793108,172.798215817676
Southeast Asia,Philippines,2014,67.7757516254456,0.50464844683396,9627.06151284666,Medium,8.91396096685415,228.42349374572018
Southeast Asia,Malaysia,2023,60.18458041858559,0.7120448358722495,33143.499756638616,Medium,9.269539033781797,175.91115488478766
Amazon,Brazil,2010,68.2089728929929,0.46397854173690667,21072.5753420917,Low,9.64535487480715,227.91921848518584
Daintree,Solomon Islands,2016,60.083281543879174,1.418986786343551,9209.091151255854,High,6.5692952505153475,194.8945347742906
West Africa,Benin,2018,74.45669086217282,1.6458736249740014,8239.560305088697,High,6.9687368328394115,219.10222821437551
Central America,Guatemala,2015,75.60835189863586,0.45120902590402767,4702.573528470406,Low,9.857751566846696,239.91858804555386
Borneo,Brunei,2024,68.13051519098522,0.2957984463181973,7877.1735048223945,Low,9.161012634480164,194.92624463629468
Southeast Asia,Myanmar,2018,72.84868727194053,0.526179593232566,24757.68333421458,Medium,8.800508377638089,265.550177815936
Atlantic Forest,Argentina,2017,57.76911168020568,0.2864682303885432,5486.764127442057,Low,9.163045040296437,120.02068861912812
Amazon,Suriname,2021,66.07617327548886,1.9343380730646986,12818.866944926775,High,5.87778604610885,211.68738391636737
Southeast Asia,Malaysia,2013,67.55723190660403,0.6791642224717878,31613.00820985089,Medium,7.807445779100901,167.37977753427117
Central America,El Salvador,2011,71.40806103362583,0.14429746164027513,422.25691918546227,Low,9.047247600986925,209.7110490365161
Mekong,Laos,2018,54.543568685223384,0.9771538716485368,36804.231691037974,Medium,8.084429116071542,161.91854426624525
Borneo,Indonesia (Borneo),2023,66.68685980673699,0.7167796310769542,27743.06580878931,Medium,9.323239725172481,230.21325059848465
Southeast Asia,Myanmar,2014,74.8807713545595,0.7433543356427372,34976.14024499823,Medium,8.206610922455383,210.79926982214067
West Africa,Côte d'Ivoire,2013,61.10891838153814,1.9463009270393523,87321.05393308494,High,5.786019494447016,209.48699345784996
Mekong,Laos,2019,53.134984009984876,0.7806281406038474,29402.144109461133,Medium,9.289504254002674,135.82861922545868
Congo Basin,Congo,2019,56.06172174396668,0.25707078090080315,11159.40382461079,Low,8.9317297072904,195.11855970699733
Mekong,Vietnam (Mekong),2015,81.79728424296276,1.0642211410480809,42534.89515827092,High,7.040936136550628,235.90494389081883
Madagascar,Comoros,2022,68.65878042376553,0.36768078548519045,2876.856374063403,Low,8.850380710960868,207.44503165611897
Central America,Nicaragua,2011,61.70423071941176,1.544775933861751,13978.714652481123,High,6.579055892879315,178.3851188960272
Mekong,Vietnam (Mekong),2023,78.37630501803997,0.4270647043550503,17068.964076066346,Low,8.272144048942366,260.77618453643197
West Africa,Senegal,2019,52.33508051867317,1.2920399188156027,35010.25347141955,High,7.351899309231488,178.76003842069446
Southeast Asia,Vietnam,2023,45.68435145990629,0.10131008624604276,3014.5033759375947,Low,10.0,145.92308879140933
Atlantic Forest,Paraguay,2012,81.80606975034475,1.2941508311302337,25197.47521600787,High,6.76872095088212,222.38084155929874
Southeast Asia,Cambodia,2017,84.33343428291772,0.9366537396496122,25009.6459116095,Medium,8.17048163017757,238.6998654881483
Southeast Asia,Cambodia,2020,82.41720398715174,0.17190471720858846,4590.03783994975,Low,9.854158403396209,226.6800814513327
Borneo,Brunei,2010,83.66758184169755,0.04777217888073454,1272.182955762225,Low,9.862763504601384,206.0398877892494
Amazon,Venezuela,2011,83.14813450689832,0.17143307271806657,1215.5571653881736,Low,9.749980149434396,274.67076555769586
West Africa,Nigeria,2014,77.55552017415684,0.03017101749034412,218.7831672966934,Low,10.0,226.11008999561662
West Africa,Senegal,2021,50.76294376006387,1.1237390941916658,30449.825853258717,High,7.346157833157453,145.51895199434568
Madagascar,Seychelles,2021,62.75399380136654,1.1108728804958847,31417.02001756059,High,8.527545525014165,218.1840260726108
Southeast Asia,Vietnam,2016,52.349201448321274,1.5056479653512744,44800.878596648865,High,7.612582486335559,147.52783229723647
Congo Basin,Equatorial Guinea,2010,57.16442037641163,0.7147591551717922,12004.621888296875,Medium,9.165437388276999,154.68384241551627
Daintree,Solomon Islands,2024,48.440365054884495,1.4950823460690517,9702.944196585273,High,7.5166731781338285,140.8261827543538
Central America,Panama,2017,52.969970125019564,0.4175814388822274,6117.955015833216,Low,8.377347387519032,136.25652933752076
Amazon,Suriname,2012,71.26579006293491,1.4801058785342995,9808.668187601004,High,7.502819431837384,220.68448557456387
Amazon,Venezuela,2024,63.95589199456582,0.5303603490323567,3760.5539717781276,Medium,9.267080015710041,184.39443441841402
Atlantic Forest,Brazil (Atlantic),2022,56.290764576811384,0.608435673726904,19865.39117689629,Medium,8.0148668450743,158.7268655185579
Atlantic Forest,Brazil (Atlantic),2019,58.16282905694089,0.7979477175857703,26052.948952608345,Medium,8.29664938725342,162.61042373041664
Amazon,Guyana,2020,53.89916545815312,0.1320530601082226,2671.408350731521,Low,9.8742906044462,159.57306649761912
Madagascar,Comoros,2021,69.33168091273058,1.4557393154624174,11390.187069841957,High,7.920679918137482,209.66466524858873
Central America,Belize,2018,48.00304912388894,0.39710451045982786,11947.298303840029,Low,9.568152908027473,133.60964560351638
Mekong,Vietnam (Mekong),2021,79.86260585231297,0.1783466043866635,7128.174612232801,Low,9.211023927587524,232.41249883503596
Borneo,Brunei,2013,80.32278293219959,0.9194117421145351,24484.123920030444,Medium,9.00887074499691,239.3378922602118
Congo Basin,CAR,2024,75.18273393428491,0.09264380761162894,868.3959693112826,Low,9.836602266133687,221.89983909206396
Southeast Asia,Cambodia,2014,85.00610140685619,1.1220249926519554,29959.254506045116,High,7.628029446244543,255.63982355806885
Borneo,Indonesia (Borneo),2018,69.74480585008675,1.600692938547165,61955.06625523883,High,6.635055024611264,195.70100148529994
Daintree,Australia,2016,52.916975980324146,1.3100368008430694,9938.357295654008,High,6.568148779302295,178.84278612350224
Daintree,Papua New Guinea,2010,75.01160067327656,1.0488922509428973,51751.55404584497,High,7.847330746206135,226.97136556802002
Congo Basin,Congo,2024,48.72288632887441,0.6006775756954859,26075.32296002451,Medium,9.047387477261857,136.09172393012568
Congo Basin,DRC,2014,70.22120677856154,1.3229460885571136,59637.29057942933,High,7.161416159123165,217.5513046832553
Atlantic Forest,Uruguay,2012,69.18996828115851,0.5533990774576456,1548.1211587122227,Medium,9.103428083708486,206.08253286710126
Central America,Guatemala,2012,77.47135624545948,1.0788884697831,11244.350327453547,High,7.410027524976709,197.73754164670507
Congo Basin,Gabon,2015,52.03539756934998,1.0339686253114497,30139.340205849545,High,7.86159879223829,162.9252465124825
Mekong,Cambodia,2024,63.34999392688142,0.4696719135506122,8852.950725226608,Low,9.218926336203092,169.65985773296052
Amazon,Venezuela,2015,76.84288262739868,1.1673861325921289,8277.426028411879,High,7.760058173347453,249.21720354682216
Madagascar,Madagascar,2012,79.26896924461916,0.7181582348239479,17312.808069379113,Medium,7.760950985492581,232.97191495598855
Daintree,Solomon Islands,2014,63.28968211221297,1.020305430977015,6621.686548752563,High,7.739886162610356,205.47045228446018
Mekong,Cambodia,2011,70.76526238341282,0.2730499086121061,5146.778669808864,Low,10.0,199.69141608628632
West Africa,Côte d'Ivoire,2016,57.2379733649338,0.6201088930971077,27821.2692324445,Medium,8.513559176640527,173.1125054376142
West Africa,Nigeria,2018,75.43595305816284,0.8639028433058591,6264.535173716447,Medium,8.280098085444202,250.51272918462604
Central America,Nicaragua,2024,55.07854768954026,1.321592966026441,11959.126598138168,High,7.313436192672646,159.85531214032434
Congo Basin,Congo,2017,58.40143030479418,0.6126627412221999,26595.597187802327,Medium,9.558794397015427,163.38794893966644
West Africa,Senegal,2020,51.85501154045244,1.3804780854090482,37406.652053146376,High,7.88422789027924,168.6658468969931
Congo Basin,Congo,2016,59.80641068086791,0.7023494514120641,30488.883749590663,Medium,8.999066597085276,192.13246397762296
West Africa,Togo,2019,64.63116804959093,0.4492431488446833,2808.411449117339,Low,8.614892545624366,182.9185214804764
Southeast Asia,Vietnam,2018,50.33531056674353,0.3499727039561013,10413.512974409145,Low,9.479646116683837,111.29671129187534
West Africa,Côte d'Ivoire,2015,58.118674027847526,0.25405231315445254,11398.091338594113,Low,9.775866245228661,162.15556253357545
Amazon,Peru,2014,59.28870286271464,0.3225112769637549,3062.3433178688774,Low,9.005675028274462,191.4132990218724
Congo Basin,CAR,2017,79.29791870732309,0.8373475746115556,7848.870609393857,Medium,7.8900462978530435,222.39307233349479
Central America,Costa Rica,2014,61.69241282562473,0.15182221375949723,301.13764405103404,Low,10.0,184.8584817365503
Southeast Asia,Cambodia,2022,81.89337148898298,1.1004694830686212,29383.699592523757,High,7.648659377754294,232.53041570762207
West Africa,Togo,2010,72.34941101555559,0.6567800270916822,4105.813416140883,Medium,9.49392835527221,178.40488979614577
Central America,El Salvador,2015,66.70675528433313,0.7535835342187254,2205.207616897374,Medium,8.991379809309816,186.6106423122008
Amazon,Brazil,2022,56.540489489602315,1.210930202840768,54996.978605630866,High,7.782077985506125,183.0841088826012
West Africa,Liberia,2012,65.76581670937857,0.07859565387600759,1339.8492121931404,Low,10.0,149.89240052681944
West Africa,Liberia,2013,64.57994039259249,1.0275044689495614,17516.24912261539,High,7.244781281935493,198.783168187289
Southeast Asia,Cambodia,2015,84.93963615184502,0.19081862619842066,5095.059222576231,Low,9.721750137520367,231.09752382754678
West Africa,Nigeria,2019,73.23857281300842,0.7716115870550719,5595.291142990599,Medium,9.165287032380668,231.8845598285091
Amazon,Peru,2020,54.936873290104984,0.01661708050925481,157.784267077658,Low,10.0,179.09699858778802
Atlantic Forest,Brazil (Atlantic),2020,57.815318618701525,0.22856305845178582,7462.571247540845,Low,9.620042226628634,170.00699715787906
Congo Basin,CAR,2014,81.21337129473709,0.5734917965187949,5375.620641778273,Medium,9.708985004870925,240.24675070858683
Amazon,Colombia,2018,68.95239524727072,1.0081600416168939,25631.125934397685,High,7.891159555435809,190.7299317990861
Congo Basin,CAR,2020,77.12654608854754,0.2629860451928946,2465.0975334260547,Low,9.16425007210337,204.4679702635433
Southeast Asia,Thailand,2015,66.37677028795446,0.7851016044873445,10112.9366952669,Medium,8.50671274906444,233.09216899053803
Southeast Asia,Philippines,2023,58.64663487454031,1.1233872274508863,21430.597892980895,High,8.136459229154026,158.6384760801984
Daintree,Papua New Guinea,2023,65.64261939105296,1.3400884768871315,66118.95661875191,High,6.460925998321607,228.28378079708833
West Africa,Liberia,2021,59.975974018732316,0.19116097713664482,3258.7919558843537,Low,9.760112367471919,162.7379212601934
Central America,Panama,2021,50.99759877505598,0.842650369978797,12345.60873061092,Medium,8.719871767810561,163.49660413192248
Southeast Asia,Myanmar,2012,75.8803275655916,1.2193085709499936,57370.63138617616,High,7.426562045451583,204.8848395037021
Atlantic Forest,Paraguay,2019,75.64317600593552,1.2219753780014266,23792.19914797107,High,8.109531627148469,237.39742835584684
Congo Basin,Cameroon,2014,68.5320518469319,0.6715606671773129,25272.74831999716,Medium,8.977471996850909,199.08440839773328
Congo Basin,DRC,2016,69.07626312871292,1.0874437404491974,49021.04394040888,High,8.895804078357143,200.97846617262536
Borneo,Malaysia (Borneo),2024,52.22744048088456,0.019465049536315338,425.2409757951998,Low,9.585768452136763,168.88278483834267
Mekong,Thailand (Mekong),2024,59.94591402483985,0.5664979725253441,5597.238034857846,Medium,9.282358980197357,170.4549147729376
West Africa,Ghana,2021,69.33233813134217,0.12631727456737912,3723.9182467876453,Low,9.23870349696654,179.43404448512453
Borneo,Indonesia (Borneo),2020,68.30002459309138,0.08703037902829114,3368.5241991572943,Low,9.018256016305056,220.1261850474632
Southeast Asia,Philippines,2012,69.97026003267169,0.528850713175702,10088.762541124885,Medium,7.924533152239659,186.99276829836853
Amazon,Suriname,2018,68.15151383944435,0.7780243009264596,5155.970475054786,Medium,8.713113409345544,214.78488720629122
Central America,Guatemala,2010,78.3384674150969,1.4308070143639897,14912.10238229814,High,7.2305099282440715,254.47533315195074
